structure,robot,dataset,scene_id,r_filter,n_points,solved,time_secs,construction_secs,n_samples,n_nodes
mvtable_simd,panda,cage,47,0.048,1891,true,0.000328804,0.000157677,42,12
mvtable_mutable_simd,panda,cage,47,0.048,1891,true,0.000312736,0.000153078,42,12
capt_simd,panda,cage,47,0.048,1891,true,0.00044943,0.002048426,42,12
mvtable,panda,cage,48,0.048,1858,true,0.002777673,0.000153674,630,64
mvtable_mutable,panda,cage,48,0.048,1858,true,0.002542548,0.000161496,630,64
capt,panda,cage,48,0.048,1858,true,0.005237193,0.001852652,630,64
kiddo,panda,cage,48,0.048,1858,true,0.009419735,0.000084036,630,64
mvtable_simd,panda,cage,48,0.048,1858,true,0.002550639,0.000166413,630,64
mvtable_mutable_simd,panda,cage,48,0.048,1858,true,0.002411487,0.000158328,630,64
capt_simd,panda,cage,48,0.048,1858,true,0.00329882,0.002095671,630,64
mvtable,panda,cage,49,0.048,1955,true,0.000773772,0.000140263,147,25
mvtable_mutable,panda,cage,49,0.048,1955,true,0.000700557,0.000158089,147,25
capt,panda,cage,49,0.048,1955,true,0.001363871,0.002101593,147,25
kiddo,panda,cage,49,0.048,1955,true,0.003433274,0.000079727,147,25
mvtable_simd,panda,cage,49,0.048,1955,true,0.000726553,0.000162378,147,25
mvtable_mutable_simd,panda,cage,49,0.048,1955,true,0.00066631,0.000200576,147,25
capt_simd,panda,cage,49,0.048,1955,true,0.000927161,0.002105098,147,25
mvtable,panda,cage,50,0.048,2037,true,0.000808709,0.000169705,60,19
mvtable_mutable,panda,cage,50,0.048,2037,true,0.000770613,0.000228151,60,19
capt,panda,cage,50,0.048,2037,true,0.001273434,0.002184976,60,19
kiddo,panda,cage,50,0.048,2037,true,0.002082705,0.000075985,60,19
mvtable_simd,panda,cage,50,0.048,2037,true,0.000770827,0.000175326,60,19
mvtable_mutable_simd,panda,cage,50,0.048,2037,true,0.000697195,0.000229318,60,19
capt_simd,panda,cage,50,0.048,2037,true,0.000768411,0.00288158,60,19
mvtable,panda,table_pick,1,0.048,1917,true,0.000170958,0.00015141,1,5
mvtable_mutable,panda,table_pick,1,0.048,1917,true,0.000160207,0.000144745,1,5
capt,panda,table_pick,1,0.048,1917,true,0.000195268,0.001873793,1,5
kiddo,panda,table_pick,1,0.048,1917,true,0.000414619,0.000073669,1,5
mvtable_simd,panda,table_pick,1,0.048,1917,true,0.000155174,0.000149414,1,5
mvtable_mutable_simd,panda,table_pick,1,0.048,1917,true,0.000155253,0.000157077,1,5
capt_simd,panda,table_pick,1,0.048,1917,true,0.000154933,0.002080842,1,5
mvtable,panda,table_pick,2,0.048,2903,true,0.000211558,0.000227183,6,7
mvtable_mutable,panda,table_pick,2,0.048,2903,true,0.000195658,0.000221538,6,7
capt,panda,table_pick,2,0.048,2903,true,0.000295847,0.003980503,6,7
kiddo,panda,table_pick,2,0.048,2903,true,0.000698695,0.000126029,6,7
mvtable_simd,panda,table_pick,2,0.048,2903,true,0.000205016,0.000264431,6,7
mvtable_mutable_simd,panda,table_pick,2,0.048,2903,true,0.000188111,0.00022508,6,7
capt_simd,panda,table_pick,2,0.048,2903,true,0.000211472,0.004261907,6,7
mvtable,panda,table_pick,3,0.048,1948,true,0.000189056,0.000182054,25,6
mvtable_mutable,panda,table_pick,3,0.048,1948,true,0.000207619,0.000201989,25,6
capt,panda,table_pick,3,0.048,1948,true,0.000228494,0.002041831,25,6
kiddo,panda,table_pick,3,0.048,1948,true,0.000498448,0.000078407,25,6
mvtable_simd,panda,table_pick,3,0.048,1948,true,0.000174809,0.000157488,25,6
mvtable_mutable_simd,panda,table_pick,3,0.048,1948,true,0.000183563,0.000207448,25,6
capt_simd,panda,table_pick,3,0.048,1948,true,0.000178522,0.002027883,25,6
mvtable,panda,table_pick,4,0.048,2931,true,0.000461752,0.000218647,15,9
mvtable_mutable,panda,table_pick,4,0.048,2931,true,0.000449886,0.000226311,15,9
capt,panda,table_pick,4,0.048,2931,true,0.000745004,0.00393901,15,9
kiddo,panda,table_pick,4,0.048,2931,true,0.000856298,0.000133184,15,9
mvtable_simd,panda,table_pick,4,0.048,2931,true,0.000446713,0.000209988,15,9
mvtable_mutable_simd,panda,table_pick,4,0.048,2931,true,0.000449075,0.000309751,15,9
capt_simd,panda,table_pick,4,0.048,2931,true,0.000334504,0.004179179,15,9
mvtable,panda,table_pick,5,0.048,1918,true,0.000228514,0.000174851,27,6
mvtable_mutable,panda,table_pick,5,0.048,1918,true,0.000220068,0.000154957,27,6
capt,panda,table_pick,5,0.048,1918,true,0.000211018,0.001944111,27,6
kiddo,panda,table_pick,5,0.048,1918,true,0.000427261,0.000076697,27,6
mvtable_simd,panda,table_pick,5,0.048,1918,true,0.000208942,0.000160349,27,6
mvtable_mutable_simd,panda,table_pick,5,0.048,1918,true,0.000214434,0.000154855,27,6
capt_simd,panda,table_pick,5,0.048,1918,true,0.000205709,0.002042793,27,6
mvtable,panda,table_pick,6,0.048,1918,true,0.00034819,0.000151705,9,9
mvtable_mutable,panda,table_pick,6,0.048,1918,true,0.000353556,0.000144773,9,9
capt,panda,table_pick,6,0.048,1918,true,0.000391865,0.001946173,9,9
kiddo,panda,table_pick,6,0.048,1918,true,0.000733753,0.000070954,9,9
mvtable_simd,panda,table_pick,6,0.048,1918,true,0.00032761,0.000155625,9,9
mvtable_mutable_simd,panda,table_pick,6,0.048,1918,true,0.000324006,0.000146077,9,9
capt_simd,panda,table_pick,6,0.048,1918,true,0.00022733,0.001946769,9,9
mvtable,panda,table_pick,7,0.048,2933,true,0.000228077,0.000202244,41,6
mvtable_mutable,panda,table_pick,7,0.048,2933,true,0.000220571,0.000212629,41,6
capt,panda,table_pick,7,0.048,2933,true,0.00023291,0.004151708,41,6
kiddo,panda,table_pick,7,0.048,2933,true,0.000436717,0.000137906,41,6
mvtable_simd,panda,table_pick,7,0.048,2933,true,0.000212054,0.000200084,41,6
mvtable_mutable_simd,panda,table_pick,7,0.048,2933,true,0.000235414,0.0003041,41,6
capt_simd,panda,table_pick,7,0.048,2933,true,0.000190402,0.00466067,41,6
mvtable,panda,table_pick,8,0.048,2863,true,0.000086337,0.000218353,3,5
mvtable_mutable,panda,table_pick,8,0.048,2863,true,0.000079461,0.000210668,3,5
capt,panda,table_pick,8,0.048,2863,true,0.00019972,0.003698315,3,5
kiddo,panda,table_pick,8,0.048,2863,true,0.000384821,0.000118976,3,5
mvtable_simd,panda,table_pick,8,0.048,2863,true,0.000077453,0.000202082,3,5
mvtable_mutable_simd,panda,table_pick,8,0.048,2863,true,0.000072407,0.000210167,3,5
capt_simd,panda,table_pick,8,0.048,2863,true,0.000168668,0.003872773,3,5
mvtable,panda,table_pick,9,0.048,2972,true,0.000216423,0.000198443,12,8
mvtable_mutable,panda,table_pick,9,0.048,2972,true,0.000200708,0.000229753,12,8
capt,panda,table_pick,9,0.048,2972,true,0.000326403,0.003901949,12,8
kiddo,panda,table_pick,9,0.048,2972,true,0.000860723,0.000132673,12,8
mvtable_simd,panda,table_pick,9,0.048,2972,true,0.000197163,0.000212501,12,8
mvtable_mutable_simd,panda,table_pick,9,0.048,2972,true,0.000194847,0.000223962,12,8
capt_simd,panda,table_pick,9,0.048,2972,true,0.000257158,0.004039902,12,8
mvtable,panda,table_pick,10,0.048,2936,true,0.000186081,0.000216271,11,5
mvtable_mutable,panda,table_pick,10,0.048,2936,true,0.000194807,0.000287735,11,5
capt,panda,table_pick,10,0.048,2936,true,0.000145352,0.003842949,11,5
kiddo,panda,table_pick,10,0.048,2936,true,0.000447481,0.000126943,11,5
mvtable_simd,panda,table_pick,10,0.048,2936,true,0.000165747,0.000213258,11,5
mvtable_mutable_simd,panda,table_pick,10,0.048,2936,true,0.000176393,0.000224185,11,5
capt_simd,panda,table_pick,10,0.048,2936,true,0.00012795,0.004029405,11,5
mvtable,panda,table_pick,11,0.048,2931,true,0.000089707,0.000208333,11,5
mvtable_mutable,panda,table_pick,11,0.048,2931,true,0.000082012,0.000222536,11,5
capt,panda,table_pick,11,0.048,2931,true,0.000172741,0.003819778,11,5
kiddo,panda,table_pick,11,0.048,2931,true,0.000394839,0.000118092,11,5
mvtable_simd,panda,table_pick,11,0.048,2931,true,0.000081734,0.00020908,11,5
mvtable_mutable_simd,panda,table_pick,11,0.048,2931,true,0.000073954,0.000222521,11,5
capt_simd,panda,table_pick,11,0.048,2931,true,0.000158159,0.004038229,11,5
mvtable,panda,table_pick,12,0.048,2880,true,0.000104982,0.000191617,4,5
mvtable_mutable,panda,table_pick,12,0.048,2880,true,0.00011515,0.000264095,4,5
capt,panda,table_pick,12,0.048,2880,true,0.000129274,0.00377206,4,5
kiddo,panda,table_pick,12,0.048,2880,true,0.000366676,0.000127523,4,5
mvtable_simd,panda,table_pick,12,0.048,2880,true,0.000103192,0.000206898,4,5
mvtable_mutable_simd,panda,table_pick,12,0.048,2880,true,0.000094759,0.000217506,4,5
capt_simd,panda,table_pick,12,0.048,2880,true,0.000136065,0.004009545,4,5
mvtable,panda,table_pick,13,0.048,1950,true,0.000213857,0.000143266,6,6
mvtable_mutable,panda,table_pick,13,0.048,1950,true,0.000215518,0.000206081,6,6
capt,panda,table_pick,13,0.048,1950,true,0.000179697,0.002001515,6,6
kiddo,panda,table_pick,13,0.048,1950,true,0.000368375,0.000072088,6,6
mvtable_simd,panda,table_pick,13,0.048,1950,true,0.000198169,0.000166656,6,6
mvtable_mutable_simd,panda,table_pick,13,0.048,1950,true,0.000202311,0.000159786,6,6
capt_simd,panda,table_pick,13,0.048,1950,true,0.000158005,0.002142337,6,6
mvtable,panda,table_pick,14,0.048,2980,true,0.000149841,0.000204322,4,6
mvtable_mutable,panda,table_pick,14,0.048,2980,true,0.00014343,0.000227934,4,6
capt,panda,table_pick,14,0.048,2980,true,0.000188025,0.00397578,4,6
kiddo,panda,table_pick,14,0.048,2980,true,0.000503288,0.000132769,4,6
mvtable_simd,panda,table_pick,14,0.048,2980,true,0.000149576,0.000255133,4,6
mvtable_mutable_simd,panda,table_pick,14,0.048,2980,true,0.000152311,0.000336924,4,6
capt_simd,panda,table_pick,14,0.048,2980,true,0.000163123,0.004115811,4,6
mvtable,panda,table_pick,15,0.048,2926,true,0.000132197,0.000226011,1,5
mvtable_mutable,panda,table_pick,15,0.048,2926,true,0.000123267,0.000320923,1,5
capt,panda,table_pick,15,0.048,2926,true,0.000173579,0.003842104,1,5
kiddo,panda,table_pick,15,0.048,2926,true,0.00039928,0.000127645,1,5
mvtable_simd,panda,table_pick,15,0.048,2926,true,0.000110747,0.000208986,1,5
mvtable_mutable_simd,panda,table_pick,15,0.048,2926,true,0.000108818,0.000224329,1,5
capt_simd,panda,table_pick,15,0.048,2926,true,0.00013901,0.004043001,1,5
mvtable,panda,table_pick,16,0.048,2922,true,0.000111433,0.000214241,6,6
mvtable_mutable,panda,table_pick,16,0.048,2922,true,0.000106269,0.000236142,6,6
capt,panda,table_pick,16,0.048,2922,true,0.000194781,0.004302894,6,6
kiddo,panda,table_pick,16,0.048,2922,true,0.000598313,0.000132234,6,6
mvtable_simd,panda,table_pick,16,0.048,2922,true,0.000112323,0.000280837,6,6
mvtable_mutable_simd,panda,table_pick,16,0.048,2922,true,0.000110563,0.000323961,6,6
capt_simd,panda,table_pick,16,0.048,2922,true,0.000166405,0.00404796,6,6
mvtable,panda,table_pick,17,0.048,2965,true,0.000364839,0.00020405,6,9
mvtable_mutable,panda,table_pick,17,0.048,2965,true,0.000354122,0.000228443,6,9
capt,panda,table_pick,17,0.048,2965,true,0.000310395,0.004055479,6,9
kiddo,panda,table_pick,17,0.048,2965,true,0.000682218,0.000137746,6,9
mvtable_simd,panda,table_pick,17,0.048,2965,true,0.000424732,0.0002544,6,9
mvtable_mutable_simd,panda,table_pick,17,0.048,2965,true,0.000394563,0.000255762,6,9
capt_simd,panda,table_pick,17,0.048,2965,true,0.000252991,0.004247741,6,9
mvtable,panda,table_pick,18,0.048,2961,true,0.000169755,0.000207336,1,4
mvtable_mutable,panda,table_pick,18,0.048,2961,true,0.000165359,0.00023171,1,4
capt,panda,table_pick,18,0.048,2961,true,0.000132382,0.003833227,1,4
kiddo,panda,table_pick,18,0.048,2961,true,0.000293001,0.000129206,1,4
mvtable_simd,panda,table_pick,18,0.048,2961,true,0.000156052,0.000213476,1,4
mvtable_mutable_simd,panda,table_pick,18,0.048,2961,true,0.00016468,0.000228394,1,4
capt_simd,panda,table_pick,18,0.048,2961,true,0.000110855,0.004331383,1,4
mvtable,panda,table_pick,19,0.048,2922,true,0.000096636,0.000193416,12,6
mvtable_mutable,panda,table_pick,19,0.048,2922,true,0.000082613,0.000218488,12,6
capt,panda,table_pick,19,0.048,2922,true,0.000151952,0.004018222,12,6
kiddo,panda,table_pick,19,0.048,2922,true,0.000432163,0.000116151,12,6
mvtable_simd,panda,table_pick,19,0.048,2922,true,0.000088503,0.000215699,12,6
mvtable_mutable_simd,panda,table_pick,19,0.048,2922,true,0.000082725,0.000323361,12,6
capt_simd,panda,table_pick,19,0.048,2922,true,0.000139228,0.004440428,12,6
mvtable,panda,table_pick,20,0.048,1959,true,0.000236057,0.000187574,111,6
mvtable_mutable,panda,table_pick,20,0.048,1959,true,0.000201024,0.00019339,111,6
capt,panda,table_pick,20,0.048,1959,true,0.000381299,0.001943785,111,6
kiddo,panda,table_pick,20,0.048,1959,true,0.000754352,0.000069615,111,6
mvtable_simd,panda,table_pick,20,0.048,1959,true,0.000201111,0.00015587,111,6
mvtable_mutable_simd,panda,table_pick,20,0.048,1959,true,0.000191274,0.000149999,111,6
capt_simd,panda,table_pick,20,0.048,1959,true,0.000273105,0.002054347,111,6
mvtable,panda,table_pick,21,0.048,2896,true,0.000122415,0.000228011,24,6
mvtable_mutable,panda,table_pick,21,0.048,2896,true,0.000118215,0.000218612,24,6
capt,panda,table_pick,21,0.048,2896,true,0.000206952,0.004053053,24,6
kiddo,panda,table_pick,21,0.048,2896,true,0.000642874,0.000124601,24,6
mvtable_simd,panda,table_pick,21,0.048,2896,true,0.000110046,0.000212165,24,6
mvtable_mutable_simd,panda,table_pick,21,0.048,2896,true,0.000116788,0.000302596,24,6
capt_simd,panda,table_pick,21,0.048,2896,true,0.000207454,0.004304327,24,6
mvtable,panda,table_pick,22,0.048,2989,true,0.000855707,0.000216345,320,9
mvtable_mutable,panda,table_pick,22,0.048,2989,true,0.000891659,0.000327867,320,9
capt,panda,table_pick,22,0.048,2989,true,0.001087917,0.00412539,320,9
kiddo,panda,table_pick,22,0.048,2989,true,0.001882173,0.000136052,320,9
mvtable_simd,panda,table_pick,22,0.048,2989,true,0.000860329,0.000259938,320,9
mvtable_mutable_simd,panda,table_pick,22,0.048,2989,true,0.000860241,0.000268174,320,9
capt_simd,panda,table_pick,22,0.048,2989,true,0.000689377,0.004219536,320,9
mvtable,panda,table_pick,23,0.048,2915,true,0.000174011,0.000192245,9,7
mvtable_mutable,panda,table_pick,23,0.048,2915,true,0.000156084,0.000246315,9,7
capt,panda,table_pick,23,0.048,2915,true,0.00037402,0.003930821,9,7
kiddo,panda,table_pick,23,0.048,2915,true,0.000582327,0.000125533,9,7
mvtable_simd,panda,table_pick,23,0.048,2915,true,0.000149132,0.00024906,9,7
mvtable_mutable_simd,panda,table_pick,23,0.048,2915,true,0.000142143,0.000314948,9,7
capt_simd,panda,table_pick,23,0.048,2915,true,0.000228131,0.005083208,9,7
mvtable,panda,table_pick,24,0.048,2906,true,0.000353948,0.000210448,2,7
mvtable_mutable,panda,table_pick,24,0.048,2906,true,0.000344969,0.000226905,2,7
capt,panda,table_pick,24,0.048,2906,true,0.00028676,0.003870329,2,7
kiddo,panda,table_pick,24,0.048,2906,true,0.000516177,0.000133073,2,7
mvtable_simd,panda,table_pick,24,0.048,2906,true,0.000320733,0.000210621,2,7
mvtable_mutable_simd,panda,table_pick,24,0.048,2906,true,0.00034569,0.000223045,2,7
capt_simd,panda,table_pick,24,0.048,2906,true,0.000236709,0.004472267,2,7
mvtable,panda,table_pick,25,0.048,2964,true,0.000330091,0.000246969,75,7
mvtable_mutable,panda,table_pick,25,0.048,2964,true,0.00029857,0.000228631,75,7
capt,panda,table_pick,25,0.048,2964,true,0.00030656,0.003936535,75,7
kiddo,panda,table_pick,25,0.048,2964,true,0.000772557,0.000133761,75,7
mvtable_simd,panda,table_pick,25,0.048,2964,true,0.000283432,0.000213325,75,7
mvtable_mutable_simd,panda,table_pick,25,0.048,2964,true,0.000295396,0.000225535,75,7
capt_simd,panda,table_pick,25,0.048,2964,true,0.000241655,0.004167329,75,7
mvtable,panda,table_pick,26,0.048,1943,true,0.000224639,0.000146174,6,7
mvtable_mutable,panda,table_pick,26,0.048,1943,true,0.000219717,0.000215782,6,7
capt,panda,table_pick,26,0.048,1943,true,0.000197643,0.001954166,6,7
kiddo,panda,table_pick,26,0.048,1943,true,0.000479501,0.00007963,6,7
mvtable_simd,panda,table_pick,26,0.048,1943,true,0.000200983,0.000158464,6,7
mvtable_mutable_simd,panda,table_pick,26,0.048,1943,true,0.000203237,0.000225122,6,7
capt_simd,panda,table_pick,26,0.048,1943,true,0.000187764,0.001978854,6,7
mvtable,panda,table_pick,27,0.048,2960,true,0.00051299,0.000206049,223,7
mvtable_mutable,panda,table_pick,27,0.048,2960,true,0.000496637,0.000226853,223,7
capt,panda,table_pick,27,0.048,2960,true,0.000668213,0.003906771,223,7
kiddo,panda,table_pick,27,0.048,2960,true,0.001140065,0.000129513,223,7
mvtable_simd,panda,table_pick,27,0.048,2960,true,0.000499995,0.000252331,223,7
mvtable_mutable_simd,panda,table_pick,27,0.048,2960,true,0.000488012,0.000225516,223,7
capt_simd,panda,table_pick,27,0.048,2960,true,0.000504436,0.004177585,223,7
mvtable,panda,table_pick,28,0.048,2883,true,0.00025097,0.000188858,24,7
mvtable_mutable,panda,table_pick,28,0.048,2883,true,0.000219222,0.000218604,24,7
capt,panda,table_pick,28,0.048,2883,true,0.000330601,0.003860101,24,7
kiddo,panda,table_pick,28,0.048,2883,true,0.000696899,0.000124262,24,7
mvtable_simd,panda,table_pick,28,0.048,2883,true,0.000228276,0.000206128,24,7
mvtable_mutable_simd,panda,table_pick,28,0.048,2883,true,0.0002231,0.000302854,24,7
capt_simd,panda,table_pick,28,0.048,2883,true,0.000260943,0.004178908,24,7
mvtable,panda,table_pick,29,0.048,2955,true,0.000293233,0.000203212,34,6
mvtable_mutable,panda,table_pick,29,0.048,2955,true,0.000287239,0.000224204,34,6
capt,panda,table_pick,29,0.048,2955,true,0.000246313,0.003875798,34,6
kiddo,panda,table_pick,29,0.048,2955,true,0.000593784,0.000125351,34,6
mvtable_simd,panda,table_pick,29,0.048,2955,true,0.000268512,0.000210047,34,6
mvtable_mutable_simd,panda,table_pick,29,0.048,2955,true,0.000301814,0.000315302,34,6
capt_simd,panda,table_pick,29,0.048,2955,true,0.000219369,0.004227056,34,6
mvtable,panda,table_pick,30,0.048,2974,true,0.000181919,0.000212159,6,6
mvtable_mutable,panda,table_pick,30,0.048,2974,true,0.000183688,0.000273035,6,6
capt,panda,table_pick,30,0.048,2974,true,0.000174142,0.00388471,6,6
kiddo,panda,table_pick,30,0.048,2974,true,0.000492001,0.00013556,6,6
mvtable_simd,panda,table_pick,30,0.048,2974,true,0.000167209,0.000207439,6,6
mvtable_mutable_simd,panda,table_pick,30,0.048,2974,true,0.000169894,0.00022296,6,6
capt_simd,panda,table_pick,30,0.048,2974,true,0.00017068,0.004062277,6,6
mvtable,panda,table_pick,31,0.048,1944,true,0.000210544,0.000177618,1,5
mvtable_mutable,panda,table_pick,31,0.048,1944,true,0.00020328,0.000219655,1,5
capt,panda,table_pick,31,0.048,1944,true,0.000103713,0.001947877,1,5
kiddo,panda,table_pick,31,0.048,1944,true,0.000250319,0.00007067,1,5
mvtable_simd,panda,table_pick,31,0.048,1944,true,0.000180332,0.000155708,1,5
mvtable_mutable_simd,panda,table_pick,31,0.048,1944,true,0.000188651,0.000155264,1,5
capt_simd,panda,table_pick,31,0.048,1944,true,0.000112723,0.002007008,1,5
mvtable,panda,table_pick,32,0.048,2951,true,0.000311374,0.000217671,46,5
mvtable_mutable,panda,table_pick,32,0.048,2951,true,0.000289909,0.000332283,46,5
capt,panda,table_pick,32,0.048,2951,true,0.000275616,0.003876954,46,5
kiddo,panda,table_pick,32,0.048,2951,true,0.000499768,0.00012632,46,5
mvtable_simd,panda,table_pick,32,0.048,2951,true,0.000270678,0.00021064,46,5
mvtable_mutable_simd,panda,table_pick,32,0.048,2951,true,0.000292908,0.000228572,46,5
capt_simd,panda,table_pick,32,0.048,2951,true,0.000222041,0.004345986,46,5
mvtable,panda,table_pick,33,0.048,1976,true,0.00018124,0.000153599,1,5
mvtable_mutable,panda,table_pick,33,0.048,1976,true,0.000174749,0.000160069,1,5
capt,panda,table_pick,33,0.048,1976,true,0.000132981,0.001987413,1,5
kiddo,panda,table_pick,33,0.048,1976,true,0.000350102,0.00008171,1,5
mvtable_simd,panda,table_pick,33,0.048,1976,true,0.000165406,0.000189717,1,5
mvtable_mutable_simd,panda,table_pick,33,0.048,1976,true,0.00016903,0.000156581,1,5
capt_simd,panda,table_pick,33,0.048,1976,true,0.000137881,0.002190079,1,5
mvtable,panda,table_pick,34,0.048,2955,true,0.000207767,0.000211948,58,5
mvtable_mutable,panda,table_pick,34,0.048,2955,true,0.000195289,0.00022644,58,5
capt,panda,table_pick,34,0.048,2955,true,0.000203599,0.003987441,58,5
kiddo,panda,table_pick,34,0.048,2955,true,0.000431323,0.000130943,58,5
mvtable_simd,panda,table_pick,34,0.048,2955,true,0.000192142,0.000222045,58,5
mvtable_mutable_simd,panda,table_pick,34,0.048,2955,true,0.000189681,0.000221305,58,5
capt_simd,panda,table_pick,34,0.048,2955,true,0.000182642,0.004322247,58,5
mvtable,panda,table_pick,35,0.048,1905,true,0.000116581,0.00014607,3,5
mvtable_mutable,panda,table_pick,35,0.048,1905,true,0.000108601,0.00015216,3,5
capt,panda,table_pick,35,0.048,1905,true,0.000226897,0.00192203,3,5
kiddo,panda,table_pick,35,0.048,1905,true,0.000402262,0.000076985,3,5
mvtable_simd,panda,table_pick,35,0.048,1905,true,0.00010887,0.000152116,3,5
mvtable_mutable_simd,panda,table_pick,35,0.048,1905,true,0.000103298,0.000150497,3,5
